Unnamed: 0,Time_Recorded,CarID,Price,manufacturer,Origin,FE_HW,FE_UR,rpm-max,Horsepower,comp_ratio,Stroke,Bore,fuel_system,Engine-size,cylinders_num,Engine-type,Curb-weight,Height,Width,Length,Wheel_Base,Engine-loc,Drive-wheels-type,vehicle_cat,doors_num,aspiration,fuel,Symboling,normalized-losses
867,2023-04-04 22:04:54,Car411,10047.0,velox,Japan,29,26,4892.0,76.0,8.89,3.37,3.28,2bbl,108,4,ohc,2887,55.2,64.2,171.2,96.5,front,fwd,sedan,4.0,std,gas,Safe,123.0
888,2022-12-02 13:02:55,Car524,6904.0,prism,United States,35,29,5348.0,69.0,8.96,3.29,3.09,2bbl,93,4,ohc,2044,50.8,63.6,171.4,96.2,front,fwd,sedan,4.0,std,gas,Moderate risk,
789,2018-03-31 05:31:22,Car707,18322.0,zenith,France,27,24,4587.0,116.0,8.34,2.9,3.69,mpfi,119,4,ohc,3246,55.2,65.6,187.4,109.1,front,rwd,sedan,4.0,turbo,gas,Safe,139.0
2425,2022-02-11 05:51:59,Car178,23606.0,raven,Japan,22,18,5492.0,192.0,8.6,3.16,3.4,mpfi,184,6,ohcv,3203,53.4,70.1,167.7,100.5,front,rwd,convertible,2.0,std,gas,Extreme risk,
2398,2018-09-28 13:36:17,Car166,7630.0,pulse,Sweden,34,26,5312.0,89.0,9.25,3.38,3.64,mpfi,112,4,ohc,2884,54.0,66.2,173.7,98.3,front,fwd,sedan,4.0,std,gas,Safe,85.0
1027,2021-01-04 05:16:04,Car918,32070.0,stellar motors,United Kingdom,24,17,4999.0,146.0,8.69,3.4,3.64,mpfi,152,6,dohc,3510,51.4,69.3,183.0,103.3,front,rwd,hatchback,2.0,std,gas,High risk,
2143,2019-11-22 04:10:54,Car690,6671.0,raveN,Japan,39,40,5371.0,,9.56,3.24,3.04,2bbl,88,4,ohc,1917,51.0,63.7,146.9,93.8,front,fwd,hatchback,2.0,std,gas,Moderate risk,
1222,2023-09-12 09:40:11,Car592,6996.0,velox,Japan,29,28,5532.0,79.0,8.94,3.23,3.28,mpfi,92,4,ohc,2118,51.3,63.9,167.7,94.7,front,rwd,sedan,2.0,std,gas,Moderate risk,177.0
1322,2023-06-27 18:42:26,Car780,7607.0,prism,United States,31,30,,67.0,9.29,3.19,3.11,2bbl,97,4,ohc,2200,50.6,63.8,152.1,93.4,front,fwd,sedan,2.0,std,gas,Moderate risk,135.0
856,2020-01-26 00:45:15,Car548,26580.0,aegis,Germany,24,16,5004.0,168.0,8.66,3.29,3.79,mpfi,158,6,ohc,3368,55.8,71.2,187.5,106.8,front,rwd,sedan,4.0,std,gas,Very safe,120.0
1288,2018-08-29 10:35:26,Car789,10777.0,helix,Japan,26,19,4954.0,108.0,8.9,3.19,3.69,mpfi,129,4,ohc,3133,55.6,66.6,192.3,98.4,front,rwd,sedan,4.0,std,gas,Safe,
361,2019-12-24 18:18:02,Car571,18203.0,aegis,Germany,26,15,5423.0,157.0,8.21,3.29,3.56,mpfi,171,4,ohc,3128,55.1,67.8,175.3,107.7,front,rwd,sedan,4.0,std,gas,Safe,163.0
1618,2022-11-17 03:31:55,Car330,,pulse,Sweden,25,18,5206.0,109.0,8.96,3.13,3.51,mpfi,142,4,ohc,2907,55.8,66.1,192.9,103.6,front,rwd,sedan,4.0,std,gas,High risk,174.0
2505,2021-04-09 03:44:57,Car243,13003.0,nimbus,Sweden,33,30,4895.0,81.0,9.03,3.36,3.18,mpfi,155,4,ohc,2331,55.8,66.6,171.9,101.0,front,fwd,sedan,4.0,std,gas,Ultra safe,90.0
1525,2018-09-16 17:52:47,Car304,10630.0,prisM,United States,24,25,5295.0,114.0,7.07,3.38,3.44,spdi,112,4,ohc,2888,49.2,64.3,165.1,94.6,front,fwd,hatchback,2.0,turbo,gas,Extreme risk,164.0
2226,2020-12-27 22:47:50,Car128,6195.0,nexus,Japan,31,29,5554.0,68.0,9.1,3.3,3.1,2bbl,97,4,ohc,2507,52.3,64.3,155.5,95.5,front,fwd,hatchback,2.0,std,gas,Moderate risk,124.0
1187,2018-08-12 18:03:00,Car560,14131.0,phoenix drive,Italy,30,26,5108.0,107.0,8.86,3.25,3.48,mpfi,110,4,ohc,2205,54.2,63.9,172.1,94.3,front,rwd,hatchback,2.0,std,gas,Extreme risk,152.0
1845,2020-09-01 06:49:33,Car606,9266.0,altair,Japan,29,25,5100.0,76.0,8.97,3.37,3.3,2bbl,167,4,ohc,2227,51.7,65.6,169.9,95.3,front,rwd,sedan,2.0,std,gas,Moderate risk,119.0
2222,2022-01-21 15:20:20,Car389,8751.0,velox,Japan,36,30,4917.0,67.0,8.73,3.15,3.19,2bbl,100,4,ohc,2220,52.3,64.3,170.0,95.5,front,fwd,sedan,4.0,std,gas,Safe,98.0
1584,2018-02-17 19:36:09,Car172,9502.0,velox,Japan,24,16,6025.0,161.0,9.4,3.29,3.22,mpfi,107,6,dohc,2939,52.1,68.1,171.6,94.9,front,rwd,hatch back,2.0,std,gas,Moderate risk,165.0
2426,2019-07-23 01:47:00,Car866,15761.0,velox,Japan,38,33,5004.0,73.0,8.99,3.11,3.13,2bbl,129,4,ohc,2201,52.8,63.9,165.4,94.8,front,rwd,sedan,4.0,std,gas,Safe,95.0
1437,2018-06-21 10:04:16,Car166,7983.0,raven,Japan,43,36,5365.0,66.0,9.35,3.26,3.14,2bbl,89,4,ohc,1885,52.1,64.0,163.1,93.8,front,fwd,hatchback,2.0,std,gas,Moderate risk,124.0
2451,2018-10-08 09:54:21,Car870,13050.0,velox,Japan,37,33,5028.0,71.0,8.95,3.24,3.13,2bbl,136,4,ohc,2012,52.1,63.5,167.1,95.2,front,fwd,sedan,4.0,std,gas,Safe,123.0
1825,2023-04-30 07:39:32,Car242,8015.0,raven,Japan,29,30,5059.0,78.0,9.01,3.44,3.59,2bbl,149,4,ohc,2203,52.4,65.5,173.4,96.1,front,fwd,sedan,2.0,std,gas,Moderate risk,125.0
70,2021-06-20 10:32:17,Car657,7580.0,raven,Japan,41,35,5177.0,69.0,8.98,3.46,3.11,2bbl,96,4,ohc,2652,51.3,64.3,168.5,95.3,front,fwd,hatchback,2.0,std,gas,Moderate risk,
2254,2021-10-15 23:32:39,Car804,12856.0,raven,Japan,33,29,4765.0,86.0,8.82,,3.44,2bbl,118,4,ohc,2161,55.1,65.8,175.5,96.8,front,fwd,sedan,4.0,std,gas,Safe,112.0
1547,2022-03-13 14:51:08,Car523,6398.0,raven,Japan,32,30,5430.0,71.0,8.93,3.26,3.02,2bbl,102,4,ohc,2118,54.7,63.9,173.3,95.1,front,fwd,sedan,4.0,std,gas,Moderate risk,103.0
73,2022-04-27 14:50:58,Car319,18944.0,raven,Japan,25,18,5478.0,146.0,9.03,3.25,3.65,mpfi,155,4,dohc,3174,52.7,68.2,170.7,103.7,front,rwd,sedan,2.0,std,gas,High risk,
1407,2023-11-13 13:30:56,Car524,9352.0,atlas,Japan,26,20,5483.0,100.0,9.03,3.32,3.48,4bbl,91,4,rotor,2690,50.5,66.7,165.0,98.1,front,rwd,hatchback,2.0,std,gas,Extreme risk,
1094,2020-11-04 12:21:59,Car657,12671.0,helix,Japan,35,26,4619.0,97.0,8.88,3.36,3.62,2bbl,119,4,ohc,2309,55.4,66.4,175.3,97.9,front,fwd,sedan,4.0,std,gas,Safe,87.0
1650,2021-11-04 14:57:21,Car562,16400.0,zenith,France,31,29,4604.0,86.0,22.15,3.46,3.12,idi,152,4,ohc,3200,56.6,65.9,182.6,104.9,front,rwd,sedan,4.0,turbo,diesel,Safe,
1056,2020-05-10 02:18:16,Car862,9428.0,velox,Japan,34,25,5055.0,77.0,9.3,3.34,3.18,mpfi,106,4,ohc,2169,53.0,65.5,173.4,102.1,front,fwd,sedan,2.0,std,gas,High risk,
798,2018-06-01 13:55:46,Car494,20679.0,raven,Japan,22,19,5663.0,128.0,8.3,3.52,3.43,mpfi,125,6,ohc,2371,55.0,67.9,181.9,104.8,front,fwd,sedan,4.0,std,gas,Safe,
2043,2020-04-12 07:40:27,Car626,7674.0,atlas,Japan,32,26,5407.0,72.0,9.02,3.34,3.07,2bbl,98,4,ohc,2464,50.4,63.8,167.4,93.7,front,fwd,hatchback,2.0,std,gas,High risk,
76,2023-06-11 06:39:35,Car155,7099.0,atlas,Japan,28,28,4621.0,124.0,8.67,3.18,3.52,2bbl,105,4,ohc,2056,51.4,68.2,163.5,95.4,front,fwd,hatchback,2.0,std,gas,Extreme risk,159.0
2438,2018-07-11 02:00:44,Car941,9013.0,helios,Japan,32,25,4888.0,78.0,9.18,3.1,3.73,2bbl,109,4,ohcf,2183,52.7,65.6,171.5,96.3,front,4wd,wagon,4.0,std,gas,Safe,101.0
2315,2022-10-18 06:37:53,Car556,9749.0,prism,United States,30,27,,80.0,8.85,3.44,3.45,2bbl,109,4,ohc,2246,53.2,64.1,174.6,95.9,front,fwd,wagon,4.0,std,gas,Moderate risk,108.0
1622,2021-10-07 04:03:40,Car576,7753.0,raven,Japan,31,31,5057.0,70.0,9.1,3.21,3.09,2bbl,98,4,ohc,2561,52.8,63.6,157.9,94.1,front,fwd,hatchback,2.0,std,gas,Moderate risk,156.0
2083,2021-03-25 14:13:31,Car212,7339.0,nexus,Japan,26,24,5583.0,105.0,8.39,3.44,3.07,mpfi,110,4,ohc,2307,55.4,64.4,168.0,96.6,front,fwd,sedan,4.0,std,gas,Safe,151.0
2388,2018-06-21 01:20:33,Car717,13770.0,zenith,France,31,26,5008.0,80.0,8.84,3.24,3.72,2bbl,115,4,ohc,2408,53.6,65.8,193.8,98.0,front,fwd,sedan,4.0,std,gas,Safe,103.0
1918,2019-05-14 05:12:24,Car976,8711.0,velox,Japan,35,29,4764.0,67.0,8.84,3.44,3.14,2bbl,109,4,ohc,2110,55.2,64.7,169.1,96.9,front,fwd,hatchback,4.0,std,gas,Safe,89.0
1967,2021-05-03 00:44:27,Car249,7524.0,phoenix drive,Italy,28,22,4928.0,80.0,8.6,3.3,3.48,2bbl,120,4,ohc,2131,52.5,64.6,172.9,96.7,front,fwd,sedan,4.0,std,gas,Safe,
1731,2019-07-04 07:59:18,Car478,,nexus,Japan,29,28,5689.0,76.0,9.01,3.44,3.02,mpfi,106,4,ohc,3290,56.1,64.2,183.5,103.6,front,fwd,wagon,4.0,std,gas,Safe,90.0
2276,2018-05-31 00:16:44,Car348,7956.0,velox,Japan,27,24,4957.0,113.0,9.05,3.34,3.29,mpfi,181,4,ohc,2961,53.6,66.2,173.7,103.6,front,rwd,hatchback,2.0,std,gas,High risk,125.0
1651,2020-11-13 10:39:58,Car491,17075.0,orion,Germany,28,20,5265.0,114.0,8.35,3.39,3.67,mpfi,160,4,ohc,3248,54.6,66.5,175.2,97.7,front,rwd,hatchback,2.0,std,gas,High risk,122.0
1645,2023-08-01 20:48:25,Car646,15990.0,helios,Japan,28,22,5036.0,110.0,8.64,3.16,3.62,mpfi,108,4,ohc,2255,55.4,65.3,171.8,102.2,front,fwd,sedan,4.0,std,gas,Safe,93.0
1450,2018-08-12 14:32:35,Car417,6528.0,vertex,Germany,31,25,5139.0,72.0,9.14,3.34,3.12,mpfi,99,4,ohc,2146,55.8,66.0,169.1,98.2,front,fwd,sedan,4.0,std,gas,High risk,121.0
1106,2022-02-05 09:19:54,Car427,8740.0,aegis,Germany,30,22,4743.0,110.0,8.42,3.3,3.54,2bbl,156,4,ohc,2202,54.3,65.9,175.8,101.9,front,rwd,sedan,4.0,std,gas,Safe,157.0
123,2020-05-09 00:50:16,Car320,13993.0,phoenix drive,Italy,25,19,5025.0,170.0,9.18,3.33,3.04,mpfi,175,6,dohc,2884,51.9,65.9,173.4,97.7,front,rwd,hatchback,2.0,std,gas,Extreme risk,140.0
812,2021-02-09 17:12:42,Car199,8910.0,raven,Japan,32,35,5152.0,71.0,9.15,3.42,3.1,1bbl,98,4,ohc,1983,54.5,64.1,170.7,94.4,front,fwd,hatchback,2.0,std,gas,High risk,127.0
406,2020-05-09 10:58:26,Car412,35738.0,aegis,Germany,25,17,5386.0,182.0,8.83,2.68,3.72,mpfi,172,6,ohcf,3001,57.5,66.6,190.7,97.5,front,rwd,wagon,4.0,std,gas,Safe,85.0
2455,2022-03-31 00:11:46,Car829,31234.0,aegiS,Germany,22,20,4963.0,178.0,8.86,3.46,,mpfi,177,6,dohc,3319,55.8,68.2,181.0,106.8,front,rwd,sedan,4.0,std,gas,Safe,121.0
741,2020-04-05 00:53:14,Car453,6440.0,helix,Japan,28,29,5405.0,73.0,9.0,3.42,3.17,2bbl,105,4,ohc,2658,57.8,64.0,181.7,96.9,front,fwd,wagon,4.0,std,gas,Safe,85.0
497,2022-08-08 09:33:46,Car965,8980.0,raven,Japan,48,31,5130.0,74.0,9.16,3.2,3.06,2bbl,83,4,ohc,2069,53.6,63.9,164.4,94.9,front,fwd,hatch back,2.0,std,gas,Moderate risk,126.0
1465,2019-06-27 21:16:11,Car535,8302.0,stratus,United States,36,28,5586.0,76.0,8.57,3.35,3.06,1bbl,106,4,ohc,1969,51.5,63.8,163.6,95.1,front,fwd,hatchback,2.0,std,gas,Moderate risk,112.0
342,2019-12-06 01:58:26,Car271,8216.0,velox,Japan,31,27,5055.0,72.0,8.75,3.31,3.12,2bbl,105,4,ohc,2089,54.2,63.7,167.3,99.2,front,fwd,sedan,4.0,std,gas,Moderate risk,95.0
2468,2022-09-13 21:47:12,Car156,9331.0,atlas,Japan,30,26,5411.0,102.0,8.61,3.17,3.17,2bbl,106,4,ohc,2254,50.9,64.1,171.6,99.5,front,fwd,sedan,4.0,std,gas,Moderate risk,141.0
299,2018-03-08 06:42:08,Car386,13168.0,zenith,France,27,21,5059.0,110.0,8.87,3.23,3.7,mpfi,145,4,ohc,2911,57.6,66.4,181.1,102.5,front,rwd,wagon,4.0,std,gas,Safe,88.0
1455,2022-03-12 18:55:46,Car111,9506.0,velox,Japan,43,33,4209.0,64.0,22.13,3.34,3.05,idi,97,4,ohc,1968,54.8,66.2,174.0,96.8,front,fwd,sedan,4.0,std,diesel,Safe,79.0
1337,2023-11-24 01:20:27,Car314,7807.0,nexus,Japan,44,39,5814.0,64.0,9.4,3.34,3.07,1bbl,93,4,ohc,1956,53.2,63.4,164.8,95.6,front,fwd,sedan,2.0,std,gas,Safe,106.0
881,2019-08-16 14:09:12,Car384,8812.0,velox,Japan,29,30,5049.0,73.0,9.25,3.26,3.21,2bbl,98,4,ohc,2803,54.1,63.9,171.8,95.4,front,fwd,wagon,4.0,std,gas,Safe,87.0
2020,2019-01-16 19:07:02,Car122,7871.0,atlas,Japan,27,23,5317.0,79.0,8.77,3.41,,mpfi,98,4,ohc,2030,49.8,63.6,157.0,93.1,front,rwd,hatchback,2.0,std,gas,Moderate risk,159.0
220,2022-12-02 16:40:26,Car204,6439.0,helix,Japan,27,23,5479.0,80.0,9.2,3.38,3.15,4bbl,93,4,rotor,1985,51.5,63.9,167.1,97.1,front,rwd,hatchback,2.0,std,gas,Extreme risk,221.0
564,2019-03-29 00:43:48,Car540,6397.0,atlas,Japan,29,34,5372.0,61.0,9.03,3.37,3.14,2bbl,106,4,ohc,2189,51.2,64.1,164.6,98.7,front,fwd,hatchback,2.0,std,gas,Moderate risk,150.0
2348,2022-07-25 18:10:13,Car351,8021.0,nexus,Japan,30,27,5409.0,87.0,8.95,3.39,3.13,2bbl,102,4,ohc,2199,55.5,65.8,172.6,96.9,front,fwd,hatchback,4.0,std,gas,Safe,97.0
1057,2022-07-04 10:33:45,Car153,31566.0,aegis,Germany,22,16,5157.0,188.0,9.08,,3.66,mpfi,181,6,ohc,3295,55.8,65.9,188.4,98.1,front,rwd,convertible,2.0,std,gas,Extreme risk,
84,2021-04-20 14:59:47,Car299,18310.0,velox,Japan,27,21,4808.0,171.0,8.95,3.24,3.01,mpfi,162,6,dohc,2399,52.4,65.6,180.7,101.4,front,rwd,hatchback,2.0,std,gas,Extreme risk,178.0
1075,2018-09-22 10:53:53,Car859,6651.0,velox,Japan,42,33,4996.0,77.0,9.14,3.15,3.24,2bbl,129,4,ohc,2555,52.6,63.7,167.8,95.1,front,rwd,sedan,4.0,std,gas,Safe,94.0
266,2020-04-21 13:04:01,Car750,15622.0,equinox,France,25,19,5074.0,150.0,8.41,3.71,3.57,mpfi,131,4,ohc,3071,50.6,66.2,172.8,96.2,front,fwd,hatchback,2.0,std,gas,Extreme risk,120.0
567,2018-02-11 20:16:36,Car557,16111.0,prism,United States,28,19,5283.0,101.0,8.15,3.58,3.43,mpfi,170,4,ohc,2965,56.0,68.5,191.8,99.7,front,fwd,wagon,4.0,std,gas,Safe,120.0
290,2019-11-25 22:00:41,Car573,7964.0,velox,Japan,26,26,4905.0,78.0,8.7,3.24,3.57,2bbl,110,4,ohc,2288,55.5,63.7,167.5,98.1,front,rwd,sedan,2.0,std,gas,Moderate risk,175.0
1448,2018-01-31 13:15:08,Car361,16985.0,zenith,France,25,19,5193.0,101.0,8.47,3.3,3.62,mpfi,117,4,ohc,3153,57.2,68.5,187.5,105.2,front,rwd,wagon,4.0,turbo,gas,Safe,120.0
2502,2018-08-01 00:00:10,Car920,15579.0,nimbus,Sweden,26,24,5556.0,96.0,9.38,3.12,3.68,mpfi,151,4,ohc,2815,55.5,69.0,184.3,102.2,front,rwd,sedan,4.0,std,gas,Ultra safe,103.0
416,2021-06-21 17:26:13,Car423,13976.0,raven,Japan,30,27,5541.0,76.0,9.12,3.45,3.25,2bbl,108,4,ohc,2281,54.7,66.2,173.4,96.3,front,fwd,wagon,4.0,std,gas,Safe,
1449,2020-07-01 01:49:43,Car956,38239.0,velox,Japan,30,17,5400.0,176.0,9.07,2.85,3.66,mpfi,161,6,dohc,3082,52.2,66.0,170.4,99.2,front,rwd,hardtop,2.0,std,gas,High risk,
2089,2019-09-14 06:16:10,Car785,14428.0,raven,Japan,27,20,5312.0,138.0,8.81,3.26,3.2,mpfi,115,4,ohcv,2996,54.5,66.1,188.3,98.5,front,fwd,wagon,4.0,std,gas,Safe,123.0
861,2020-12-27 04:58:45,Car538,13999.0,zenith,France,28,28,5271.0,104.0,22.19,3.43,3.2,idi,150,4,ohc,2991,57.2,68.7,187.3,108.7,front,fwd,wagon,4.0,std,diesel,Safe,
2282,2018-06-30 20:14:19,Car500,8498.0,prisM,United States,28,19,4836.0,83.0,8.63,3.42,3.45,2bbl,118,4,ohc,2956,55.2,64.3,173.0,101.5,front,fwd,sedan,4.0,std,gas,Safe,91.0
930,2023-01-09 15:06:45,Car352,9558.0,helix,Japan,33,27,4796.0,76.0,8.82,3.13,3.19,2bbl,102,4,ohc,2097,51.2,64.0,163.6,94.5,front,fwd,hatchback,2.0,std,gas,Moderate risk,117.0
1089,2022-08-21 06:09:26,Car744,11367.0,orion,Germany,28,25,5269.0,96.0,8.62,3.42,3.31,mpfi,113,4,ohc,2875,54.9,64.3,173.8,96.3,front,rwd,sedan,2.0,std,gas,High risk,
1055,2020-05-14 23:43:23,Car840,10366.0,velox,Japan,34,25,4698.0,94.0,8.75,3.17,3.64,2bbl,112,4,ohc,2121,55.0,66.3,173.6,96.7,front,fwd,hatchback,2.0,std,gas,Extreme risk,128.0
18,2018-06-06 04:22:01,Car828,13578.0,nimbus,Sweden,29,27,5304.0,111.0,9.41,3.31,3.28,mpfi,123,4,ohc,2811,56.6,68.7,183.3,100.2,front,rwd,sedan,4.0,std,gas,Very safe,100.0
1925,2021-08-04 00:47:52,Car438,16121.0,nimbus,Sweden,27,20,4885.0,106.0,22.14,3.36,3.24,idi,166,4,ohc,3310,56.6,68.7,191.9,110.8,front,rwd,sedan,4.0,turbo,diesel,Very safe,99.0
829,2021-07-06 12:27:12,Car418,16297.0,nimbus,Sweden,29,18,4966.0,142.0,8.76,3.15,3.52,mpfi,140,4,ohc,2898,55.6,68.7,191.6,106.5,front,rwd,wagon,4.0,turbo,gas,Very safe,
2383,2018-08-21 06:17:44,Car597,18835.0,vertex,Germany,27,20,5297.0,109.0,8.71,3.35,3.11,mpfi,117,4,ohc,2547,55.1,66.0,185.1,106.7,front,fwd,sedan,4.0,std,gas,High risk,120.0
929,2023-12-04 02:21:14,Car593,8780.0,nexus,Japan,31,27,5952.0,70.0,8.82,3.48,3.09,1bbl,108,4,ohc,2289,53.8,63.9,161.0,96.4,front,fwd,sedan,4.0,std,gas,Safe,110.0
1083,2023-04-07 16:10:35,Car323,8082.0,prism,United States,28,27,5404.0,107.0,8.6,3.47,3.07,2bbl,109,4,ohc,2970,51.1,63.8,163.5,99.3,front,fwd,sedan,4.0,std,gas,Safe,149.0
1551,2022-07-21 15:19:27,Car771,14502.0,aegis,Germany,26,25,5020.0,107.0,8.66,3.35,3.66,idi,157,4,ohc,3174,55.1,69.1,184.2,101.3,front,rwd,wagon,4.0,std,diesel,Moderate risk,
2306,2019-12-14 08:40:27,Car870,7141.0,atlas,Japan,27,25,5703.0,141.0,8.2,3.33,3.05,spdi,98,4,ohc,2669,49.7,66.7,163.8,94.6,front,fwd,hatchback,2.0,std,gas,Extreme risk,156.0
1992,2022-07-10 10:47:34,Car366,43912.0,kronos,Germany,24,15,4948.0,172.0,8.32,3.31,3.64,mpfi,325,6,ohcv,3557,56.2,69.2,197.7,112.6,front,rwd,sedan,4.0,std,gas,Safe,121.0
219,2020-12-13 20:32:20,Car614,12169.0,pulse,Sweden,25,18,5286.0,101.0,9.16,2.82,3.71,mpfi,119,4,ohcf,2488,51.5,66.2,171.0,96.8,front,rwd,sedan,4.0,std,gas,High risk,148.0
1221,2021-03-24 21:20:09,Car742,6254.0,nexus,Japan,39,30,5657.0,70.0,9.12,3.32,,1bbl,93,4,ohc,2042,51.7,64.2,164.7,94.1,front,fwd,hatchback,4.0,std,gas,Moderate risk,95.0
303,2023-11-12 01:08:59,Car432,18247.0,orion,Germany,28,17,5687.0,143.0,8.28,3.3,3.15,mpfi,111,4,ohc,3034,56.5,69.0,172.9,104.8,front,4wd,sedan,2.0,turbo,gas,High risk,166.0
2271,2022-03-30 16:15:47,Car666,14535.0,velox,Japan,32,27,4935.0,86.0,8.62,3.14,3.55,2bbl,137,4,ohc,2062,55.4,65.4,171.8,99.3,front,fwd,wagon,4.0,std,gas,Safe,89.0
802,2020-01-23 11:07:52,Car470,18817.0,pulse,Sweden,28,18,4814.0,112.0,8.63,3.19,,mpfi,130,4,ohc,3249,55.9,65.9,184.3,103.1,front,rwd,sedan,4.0,std,gas,Safe,157.0
2037,2020-12-15 14:33:25,Car518,30833.0,orion,Germany,26,18,5477.0,167.0,8.07,3.42,3.24,mpfi,147,5,ohc,3024,51.5,67.0,174.7,101.6,front,rwd,hatchback,2.0,turbo,gas,Moderate risk,
1241,2018-11-03 14:47:41,Car921,6401.0,nexus,Japan,40,36,5690.0,67.0,9.21,3.32,3.03,2bbl,93,4,ohc,1972,50.6,64.0,150.5,94.2,front,fwd,hatchback,2.0,std,gas,Moderate risk,90.0
344,2018-02-26 15:13:47,Car524,8023.0,helios,Japan,29,31,5350.0,95.0,9.06,2.79,3.6,mpfi,123,4,ohcf,2914,52.8,65.5,173.0,100.6,front,fwd,wagon,4.0,std,gas,Safe,90.0
937,2022-06-05 15:31:07,Car173,6926.0,velox,Japan,31,30,5263.0,66.0,9.04,3.08,3.13,2bbl,95,4,ohc,2166,54.7,63.8,171.1,95.9,front,fwd,wagon,4.0,std,gas,Safe,
1893,2021-07-28 12:41:49,Car421,8922.0,nexus,Japan,31,25,5727.0,77.0,8.8,3.44,3.22,1bbl,109,4,ohc,2105,52.4,65.8,169.8,96.7,front,fwd,sedan,2.0,std,gas,High risk,88.0
1360,2022-09-25 07:37:30,Car130,15635.0,helix,Japan,28,21,4897.0,119.0,8.88,3.37,3.23,mpfi,120,4,ohc,2458,55.6,66.2,189.2,102.6,front,rwd,sedan,4.0,std,gas,Safe,126.0
990,2020-09-07 04:23:41,Car121,7519.0,veloX,Japan,33,30,5009.0,65.0,9.04,3.14,3.05,2bbl,88,4,ohc,2220,53.1,63.1,171.3,94.3,front,fwd,wagon,4.0,std,gas,Safe,84.0
611,2018-07-24 20:00:01,Car921,14212.0,velox,Japan,31,25,4977.0,87.0,8.78,,3.57,2bbl,133,4,ohc,2137,55.4,67.8,171.9,95.4,front,fwd,wagon,4.0,std,gas,Safe,95.0
1090,2019-07-27 15:54:14,Car975,5966.0,velox,Japan,39,30,4830.0,66.0,21.64,3.37,3.03,idi,136,4,ohc,2097,52.8,65.4,169.9,95.4,front,fwd,sedan,4.0,std,diesel,Safe,
632,2020-01-05 05:37:32,Car842,10328.0,velox,Japan,28,23,4846.0,103.0,8.74,3.03,3.74,mpfi,109,4,ohc,2509,59.5,66.2,171.0,98.8,front,rwd,sedan,4.0,std,gas,Very safe,
2402,2019-09-06 14:23:45,Car895,9579.0,raven,Japan,45,34,5219.0,70.0,9.03,3.42,3.1,2bbl,86,4,ohc,1999,52.2,63.5,162.8,94.3,front,fwd,sedan,2.0,std,gas,Moderate risk,125.0
192,2023-06-29 20:15:05,Car936,8066.0,raven,Japan,33,31,5311.0,76.0,9.18,3.39,3.2,idi,106,4,ohc,2272,54.9,65.7,171.0,95.2,front,fwd,sedan,4.0,std,gas,Safe,89.0
174,2018-08-07 15:17:03,Car838,35315.0,vertex,Germany,28,28,4872.0,104.0,22.2,3.4,3.4,idi,152,5,ohc,3331,55.0,69.6,191.0,105.7,front,fwd,sedan,4.0,turbo,diesel,Very safe,102.0
1307,2020-12-18 03:07:38,Car979,8133.0,stratus,United States,33,27,5564.0,89.0,8.49,3.5,,2bbl,106,4,ohc,2412,55.0,63.5,158.6,95.5,front,fwd,sedan,4.0,std,gas,Very safe,105.0
1670,2018-12-14 15:26:22,Car682,16978.0,helix,Japan,27,21,5029.0,110.0,8.67,3.28,,mpfi,119,4,ohc,2302,57.1,65.9,173.4,96.7,front,rwd,sedan,4.0,std,gas,Safe,
1507,2022-10-16 08:17:50,Car512,10044.0,helios,Japan,31,28,4582.0,77.0,8.56,3.23,3.66,2bbl,117,4,ohcf,2331,56.3,64.0,166.6,99.8,front,4wd,hatchback,2.0,std,gas,High risk,90.0
1971,2021-04-11 09:46:30,Car238,7130.0,stratuS,United States,36,29,5274.0,71.0,9.33,3.25,3.05,2bbl,99,4,ohc,1929,54.6,63.3,166.0,94.8,front,fwd,sedan,4.0,std,gas,Moderate risk,110.0
1137,2018-02-19 00:02:35,Car561,10268.0,orion,Germany,26,26,5470.0,112.0,9.4,3.3,3.58,mpfi,148,4,ohc,2922,53.0,66.3,174.8,98.5,front,fwd,sedan,4.0,std,gas,High risk,
128,2023-07-26 00:10:10,Car503,11110.0,stratus,United States,28,20,5499.0,101.0,8.26,3.58,3.58,spdi,105,4,ohc,2339,51.5,68.8,173.0,96.0,front,fwd,hatchback,2.0,std,gas,Safe,125.0
340,2019-04-18 17:47:56,Car357,8831.0,velox,Japan,31,28,4402.0,84.0,8.74,3.28,3.52,2bbl,104,4,ohc,2169,56.2,64.1,164.8,96.4,front,fwd,sedan,4.0,std,gas,Safe,89.0
1737,2022-02-26 06:34:40,Car330,7601.0,helix,Japan,35,30,5243.0,67.0,9.0,3.22,3.01,2bbl,93,4,ohc,2193,54.3,64.1,161.5,94.0,front,fwd,hatch back,4.0,std,gas,Moderate risk,
1451,2021-10-15 21:31:37,Car136,22846.0,velox,Japan,26,19,5087.0,171.0,9.11,3.3,3.66,mpfi,165,6,dohc,2833,53.4,66.5,181.0,101.3,front,rwd,hatchback,2.0,std,gas,High risk,123.0
1370,2023-10-04 20:17:28,Car792,9203.0,verteX,Germany,34,29,5270.0,78.0,8.93,3.41,3.19,mpfi,113,4,ohc,2268,55.0,65.8,174.2,96.9,front,fwd,sedan,4.0,std,gas,High risk,
