Unnamed: 0.2,Time_Recorded,CarID,Price,manufacturer,Origin,FE_HW,FE_UR,rpm-max,Horsepower,comp_ratio,Stroke,Bore,fuel_system,Engine-size,cylinders_num,Engine-type,Curb-weight,Height,Width,Length,Wheel_Base,Engine-loc,Drive-wheels-type,vehicle_cat,doors_num,aspiration,fuel,normalized-losses
121,2020-02-29 06:19:08,Car649,8747.0,velox,Japan,39,30,5031.0,74.0,9.22,3.31,3.52,2bbl,144,4,ohc,2616,52.1,63.8,170.8,95.4,front,rwd,sedan,2.0,std,gas,121.0
122,2021-02-04 02:42:40,Car460,7530.0,raven,Japan,30,28,5471.0,69.0,9.27,3.21,3.08,2bbl,98,4,ohc,2077,57.7,63.7,156.5,95.8,front,fwd,wagon,4.0,std,gas,93.0
123,2020-07-13 03:49:21,Car295,15395.0,prism,United States,26,25,4504.0,78.0,8.57,3.32,3.47,2bbl,111,4,ohc,2388,58.0,64.0,186.7,104.4,front,fwd,wagon,4.0,std,gas,100.0
124,2018-10-17 17:44:36,Car771,10640.0,helix,Japan,26,19,5278.0,151.0,9.31,3.53,3.58,mpfi,155,6,ohcv,3080,52.2,65.7,164.4,96.4,front,rwd,hatchback,2.0,std,gas,126.0
125,2018-02-06 12:21:24,Car634,7563.0,nexus,Japan,28,26,5507.0,75.0,9.03,3.35,3.08,mpfi,90,4,ohc,2242,51.6,64.0,169.4,93.1,front,fwd,hatchback,2.0,std,gas,201.0
126,2022-05-30 09:32:11,Car231,10460.0,atlas,Japan,34,30,5325.0,104.0,8.94,3.67,2.76,2bbl,94,4,ohc,2620,51.1,64.1,159.0,95.5,front,fwd,hatchback,2.0,std,gas,123.0
127,2021-10-30 07:20:55,Car685,7557.0,velox,Japan,32,28,4817.0,70.0,8.95,3.09,3.1,2bbl,95,4,ohc,2018,57.2,64.4,158.3,96.1,front,fwd,hatch back,4.0,std,gas,88.0
128,2020-12-19 02:07:50,Car755,16650.0,raven,Japan,26,18,5098.0,109.0,8.68,3.39,3.17,mpfi,116,6,ohc,2339,53.5,65.7,173.0,97.9,front,rwd,sedan,2.0,std,gas,127.0
129,2019-05-16 15:17:02,Car841,6153.0,helix,Japan,28,27,5362.0,79.0,9.11,3.3,3.13,2bbl,102,4,ohc,2104,51.0,64.1,162.1,94.3,front,fwd,hatchback,2.0,std,gas,124.0
130,2022-02-09 16:21:24,Car878,9226.0,helios,Japan,28,28,5255.0,81.0,9.06,3.25,3.02,2bbl,110,4,ohc,2770,59.5,64.0,172.7,95.6,front,fwd,wagon,4.0,std,gas,88.0
131,2019-07-16 08:19:26,Car197,14884.0,helioS,Japan,32,28,4882.0,83.0,8.95,3.52,3.5,2bbl,142,4,ohc,2831,56.0,65.7,172.2,96.7,front,rwd,wagon,4.0,std,gas,87.0
132,2021-12-08 22:00:43,Car837,16697.0,helios,Japan,28,21,4634.0,80.0,8.73,3.09,3.52,2bbl,106,4,ohc,2292,56.5,65.3,172.6,97.7,front,fwd,wagon,4.0,std,gas,87.0
133,2018-05-27 04:43:12,Car397,6202.0,velox,Japan,32,27,4703.0,62.0,8.82,2.99,3.09,2bbl,102,4,ohc,2276,52.2,63.6,170.5,94.9,front,fwd,wagon,4.0,std,gas,94.0
134,2019-06-29 12:11:30,Car571,15489.0,velox,Japan,26,17,4926.0,113.0,8.91,3.31,3.69,mpfi,152,4,ohc,2923,54.4,65.8,172.9,97.8,front,rwd,hatchback,2.0,std,gas,127.0
135,2019-06-29 08:35:33,Car146,9870.0,atlas,Japan,26,24,5329.0,152.0,7.61,3.34,3.5,spdi,108,4,ohc,3010,51.2,67.2,163.7,94.1,front,fwd,hatchback,2.0,turbo,gas,158.0
136,2022-09-04 00:24:45,Car988,7764.0,veloX,Japan,29,27,5194.0,68.0,8.71,3.25,3.17,2bbl,103,4,ohc,2837,58.2,64.1,182.4,96.0,front,fwd,wagon,4.0,std,gas,92.0
137,2023-02-10 19:55:25,Car262,9102.0,atlas,Japan,27,24,4778.0,110.0,8.13,3.4,3.6,mpfi,151,4,ohc,3012,54.8,67.1,173.3,97.8,front,rwd,hatchback,2.0,turbo,gas,144.0
138,2019-02-23 15:07:15,Car718,7741.0,phoenix drive,Italy,29,20,5102.0,102.0,8.93,2.96,3.67,mpfi,116,4,dohc,2816,51.6,64.1,159.2,94.2,front,rwd,hatchback,2.0,std,gas,150.0
139,2020-03-06 04:25:53,Car757,15871.0,zenith,France,21,14,5137.0,162.0,8.4,3.1,3.68,mpfi,227,8,l,3365,56.8,69.4,197.8,114.9,front,rwd,wagon,4.0,std,gas,124.0
140,2023-03-07 08:07:40,Car467,6625.0,velox,Japan,35,30,4787.0,68.0,9.0,3.36,3.09,2bbl,102,4,ohc,1967,54.5,64.0,170.5,94.7,front,fwd,hatchback,2.0,std,gas,129.0
141,2020-10-13 04:17:34,Car932,16764.0,zenith,France,28,26,4676.0,128.0,8.79,3.35,3.68,mpfi,178,4,ohc,3515,56.4,67.3,191.1,102.0,front,rwd,sedan,4.0,std,gas,126.0
142,2022-01-01 22:03:53,Car815,7477.0,velox,Japan,31,29,5166.0,60.0,9.02,3.04,3.03,2bbl,98,4,ohc,2244,56.6,63.6,171.2,95.2,front,fwd,wagon,4.0,std,gas,86.0
143,2023-04-12 01:58:47,Car502,13460.0,velox,Japan,30,26,4614.0,84.0,8.5,3.46,3.22,mpfi,149,4,ohc,2254,55.3,66.5,174.5,102.5,front,fwd,sedan,4.0,std,gas,80.0
144,2022-02-28 12:21:59,Car362,7752.0,velox,Japan,28,28,5184.0,75.0,8.85,3.14,3.18,2bbl,100,4,ohc,2065,54.0,63.7,173.6,94.3,front,fwd,sedan,2.0,std,gas,124.0
145,2021-05-15 07:45:22,Car661,6020.0,stratus,United States,38,31,5360.0,69.0,9.28,3.28,2.99,2bbl,82,4,ohc,1936,50.8,63.9,156.6,93.5,front,fwd,hatchback,2.0,std,gas,168.0
146,2022-04-13 11:01:29,Car357,7083.0,nexus,Japan,40,28,5084.0,64.0,9.35,3.26,2.97,1bbl,94,4,ohc,2015,53.6,64.2,159.0,94.3,front,fwd,hatchback,4.0,std,gas,103.0
147,2018-07-18 21:04:57,Car772,11682.0,orion,Germany,28,17,4949.0,113.0,8.94,3.41,3.31,mpfi,147,4,ohc,3081,56.0,66.8,186.2,107.0,front,rwd,sedan,4.0,std,gas,124.0
148,2022-08-20 22:35:10,Car613,15300.0,zenith,France,29,21,5320.0,79.0,8.53,3.26,3.56,2bbl,112,4,l,3033,57.7,68.1,185.8,102.6,front,rwd,sedan,4.0,std,gas,171.0
149,2019-01-24 06:24:10,Car610,8918.0,velox,Japan,32,28,4536.0,77.0,8.91,3.14,3.63,2bbl,100,4,ohc,2829,57.2,65.9,184.6,103.1,front,rwd,wagon,4.0,std,gas,83.0
150,2022-12-10 23:14:58,Car145,15877.0,nimbus,Sweden,28,18,5367.0,111.0,9.5,3.17,3.66,mpfi,111,4,ohc,2651,55.6,66.6,184.6,99.9,front,fwd,sedan,4.0,std,gas,83.0
151,2019-02-15 09:26:58,Car657,7492.0,velox,Japan,33,30,4437.0,69.0,8.85,2.9,3.18,2bbl,105,4,ohc,2154,55.4,64.9,171.3,96.1,front,fwd,sedan,4.0,std,gas,84.0
152,2020-02-20 23:14:53,Car170,10374.0,raven,Japan,27,21,5445.0,149.0,8.94,3.28,3.18,mpfi,116,4,ohc,2495,53.5,65.7,161.0,95.8,front,fwd,hatch back,2.0,std,gas,152.0
153,2019-02-08 11:58:41,Car265,11031.0,helix,Japan,28,27,4623.0,110.0,8.34,3.26,3.54,mpfi,119,4,ohc,2530,55.5,66.1,175.1,102.3,front,rwd,sedan,4.0,std,gas,148.0
154,2023-02-23 16:18:47,Car805,11828.0,nimbus,Sweden,28,26,5362.0,100.0,9.09,3.21,3.65,mpfi,113,4,ohc,2799,56.1,65.6,182.6,96.4,front,rwd,sedan,4.0,std,gas,106.0
155,2019-11-07 21:59:09,Car697,10881.0,velox,Japan,41,31,4996.0,71.0,9.02,3.16,3.16,2bbl,89,4,ohc,2092,52.6,67.0,170.9,95.4,front,fwd,wagon,4.0,std,gas,96.0
156,2020-03-06 01:45:17,Car256,8053.0,atlas,Japan,33,26,5470.0,106.0,8.21,3.41,3.15,2bbl,106,4,ohc,2143,51.8,65.2,170.9,95.3,front,fwd,sedan,4.0,std,gas,128.0
157,2021-06-26 05:54:02,Car558,10301.0,altair,Japan,34,28,5124.0,80.0,9.0,3.35,3.13,2bbl,94,4,ohc,2539,52.9,65.1,174.1,95.4,front,fwd,hatchback,2.0,std,gas,128.0
158,2021-10-27 15:30:43,Car313,25846.0,pulse,Sweden,26,16,5488.0,170.0,8.85,2.43,3.47,mpfi,176,4,dohc,2484,52.0,65.4,171.2,90.9,rear,rwd,convertible,2.0,std,gas,99.0
159,2021-01-08 12:57:13,Car830,9538.0,vertex,Germany,28,26,5445.0,105.0,8.88,3.33,3.15,mpfi,103,4,ohc,2374,54.9,65.9,183.3,96.3,front,fwd,sedan,4.0,std,gas,95.0
160,2022-05-09 04:19:19,Car724,8044.0,prism,United States,34,30,5570.0,73.0,8.98,3.36,3.1,2bbl,94,4,ohc,2305,51.9,64.1,162.8,94.3,front,fwd,hatchback,4.0,std,gas,153.0
161,2023-07-10 22:54:41,Car156,19618.0,raven,Japan,29,18,5258.0,148.0,8.44,3.36,3.54,mpfi,120,4,ohc,2930,51.5,68.2,169.3,97.8,front,fwd,hatchback,2.0,std,gas,182.0
162,2023-06-17 01:46:06,Car947,43038.0,kronos,Germany,19,14,4926.0,180.0,8.08,3.31,3.68,mpfi,326,8,ohcv,3693,55.3,71.9,199.2,117.4,front,rwd,sedan,4.0,std,gas,156.0
163,2020-03-17 03:18:37,Car338,7168.0,prism,United States,27,24,5332.0,134.0,8.1,3.35,3.04,mpfi,115,4,ohc,2950,50.8,64.1,162.7,97.3,front,fwd,hatchback,2.0,turbo,gas,146.0
164,2018-08-30 00:27:18,Car677,15428.0,kronos,Germany,24,20,4658.0,115.0,20.63,3.42,3.22,idi,175,6,ohc,3246,56.4,68.8,189.9,108.0,front,rwd,sedan,4.0,turbo,diesel,129.0
165,2023-04-23 20:52:52,Car840,15794.0,zenith,France,33,31,4987.0,82.0,9.18,3.21,3.77,mpfi,147,4,l,3157,54.5,68.5,187.1,110.5,front,rwd,sedan,4.0,std,gas,103.0
166,2018-03-31 09:05:32,Car402,36745.0,vortex,Germany,29,17,5778.0,171.0,9.51,3.11,3.68,mpfi,167,6,dohc,3124,51.3,66.4,170.6,103.3,front,rwd,hardtop,2.0,std,gas,91.0
167,2020-03-07 06:02:59,Car284,8408.0,raven,Japan,27,21,4807.0,115.0,8.58,3.51,3.47,2bbl,114,4,ohc,2845,51.7,67.5,167.0,96.6,front,fwd,hatch back,2.0,std,gas,182.0
168,2021-11-17 15:39:34,Car403,16883.0,kronos,Germany,24,17,5005.0,111.0,8.43,3.37,3.77,mpfi,151,8,ohc,3288,55.6,69.5,196.1,110.3,front,rwd,sedan,4.0,std,gas,124.0
169,2021-07-15 14:21:38,Car408,9706.0,helios,Japan,30,27,5260.0,78.0,9.15,3.07,3.51,mpfi,112,4,ohcf,2611,58.5,66.1,166.5,96.9,front,fwd,sedan,4.0,std,gas,102.0
170,2019-12-20 21:38:06,Car914,8709.0,raven,Japan,27,24,5251.0,108.0,8.71,3.41,3.25,mpfi,118,4,ohc,2403,54.9,65.8,174.0,96.5,front,rwd,sedan,2.0,std,gas,169.0
171,2018-12-10 03:12:03,Car454,9198.0,velox,Japan,30,26,5082.0,109.0,8.95,3.41,3.6,2bbl,150,4,ohc,2278,51.7,66.1,175.6,97.2,front,rwd,hardtop,2.0,std,gas,127.0
172,2021-03-29 11:45:32,Car880,14244.0,nimbus,Sweden,28,26,4656.0,117.0,23.0,3.18,3.33,mpfi,157,4,ohc,3194,57.3,67.2,188.9,106.6,front,rwd,sedan,4.0,std,diesel,125.0
173,2018-10-27 14:07:02,Car865,7704.0,raven,Japan,32,29,5566.0,73.0,9.2,3.38,3.13,2bbl,105,4,ohc,2437,52.9,64.2,167.0,94.4,front,fwd,hatchback,2.0,std,gas,128.0
174,2021-07-06 05:45:08,Car416,15551.0,orion,Germany,28,16,5407.0,111.0,8.27,3.32,3.14,mpfi,158,4,ohc,2443,54.8,66.4,194.2,108.2,front,fwd,sedan,4.0,std,gas,148.0
175,2018-07-12 15:19:24,Car519,6659.0,nexus,Japan,32,35,4743.0,70.0,8.98,3.38,3.07,1bbl,107,4,ohc,2368,50.9,64.3,151.9,93.8,front,fwd,hatchback,2.0,std,gas,145.0
176,2023-03-08 06:23:45,Car909,9708.0,prism,United States,33,26,5845.0,101.0,8.88,3.28,3.02,mpfi,99,4,ohc,2512,55.1,64.3,162.5,96.1,front,fwd,hatchback,2.0,turbo,gas,154.0
177,2021-02-17 00:24:20,Car510,6087.0,velox,Japan,32,26,5116.0,68.0,8.87,3.36,3.19,mpfi,109,4,ohc,2217,52.1,65.4,168.7,98.2,front,rwd,hatchback,2.0,std,gas,164.0
178,2019-09-27 17:17:36,Car447,9528.0,nexuS,Japan,33,29,5819.0,70.0,9.18,3.41,3.19,1bbl,97,4,ohc,2213,52.8,64.0,163.1,95.5,front,fwd,sedan,4.0,std,gas,105.0
179,2018-07-10 11:16:19,Car404,6747.0,velox,Japan,34,30,4736.0,74.0,8.81,2.98,3.02,2bbl,95,4,ohc,2157,52.8,66.0,171.4,94.7,front,fwd,sedan,4.0,std,gas,99.0
180,2021-01-06 18:09:43,Car811,16955.0,nimbus,Sweden,25,18,5202.0,116.0,8.89,3.17,3.77,mpfi,134,4,ohc,3098,56.1,69.9,188.5,109.7,front,rwd,sedan,4.0,std,gas,94.0
181,2019-11-23 19:13:49,Car693,7573.0,raven,Japan,36,28,5134.0,76.0,9.15,3.54,3.13,2bbl,136,4,ohc,2775,55.3,64.5,179.3,96.5,front,fwd,wagon,4.0,std,gas,95.0
182,2021-10-29 01:58:24,Car671,12787.0,velox,Japan,26,18,4783.0,88.0,8.61,3.15,3.68,mpfi,175,4,ohc,3113,56.5,66.2,170.6,95.0,front,rwd,sedan,4.0,std,gas,134.0
183,2023-12-08 12:26:02,Car752,13668.0,helix,Japan,28,21,4756.0,85.0,8.63,3.37,3.48,mpfi,121,4,l,2395,54.3,66.9,175.9,97.5,front,fwd,sedan,4.0,std,gas,128.0
184,2023-09-13 01:23:54,Car568,16008.0,zenith,France,26,24,4920.0,106.0,7.96,3.14,3.39,mpfi,110,4,ohc,2405,55.6,67.7,186.6,106.3,front,4wd,sedan,4.0,std,gas,100.0
185,2021-03-09 02:20:58,Car241,8550.0,velox,Japan,28,27,5300.0,75.0,8.95,3.29,3.45,2bbl,100,4,ohc,2879,58.0,64.0,187.2,96.2,front,fwd,wagon,4.0,std,gas,84.0
186,2022-09-29 03:11:07,Car222,8532.0,altair,Japan,36,36,5601.0,77.0,9.23,3.31,3.0,2bbl,98,4,ohc,1836,53.0,64.1,162.9,94.2,front,fwd,hatchback,2.0,std,gas,124.0
187,2022-04-04 17:45:21,Car699,15793.0,velox,Japan,28,24,4839.0,109.0,8.53,3.32,3.68,mpfi,156,4,ohc,2359,55.0,66.6,186.7,107.3,front,rwd,sedan,4.0,std,gas,142.0
188,2020-01-08 11:58:10,Car850,6861.0,prism,United States,39,27,5254.0,62.0,9.05,3.2,3.14,2bbl,99,4,ohc,2095,54.5,64.0,160.7,95.3,front,fwd,hatchback,4.0,std,gas,103.0
189,2021-12-18 10:25:54,Car883,10695.0,raven,Japan,25,20,5358.0,149.0,9.0,3.39,3.29,mpfi,108,4,ohc,3040,51.1,66.9,171.5,96.4,front,rwd,hardtop,2.0,std,gas,154.0
190,2023-02-08 02:10:25,Car341,32428.0,velox,Japan,18,16,4874.0,198.0,8.9,3.42,3.75,mpfi,180,6,dohc,3567,54.8,69.9,187.7,106.0,front,rwd,sedan,2.0,std,gas,123.0
191,2018-06-03 02:32:21,Car312,17413.0,Aegis,Germany,25,17,5308.0,168.0,7.88,3.4,3.46,mpfi,159,4,ohc,3006,51.3,67.7,172.4,98.8,front,rwd,hatchback,2.0,turbo,gas,148.0
192,2018-02-24 09:37:28,Car837,31768.0,aegis,Germany,21,16,5526.0,158.0,8.32,3.36,3.65,mpfi,182,6,ohc,3250,51.0,69.2,195.9,107.5,front,rwd,hatchback,2.0,std,gas,121.0
193,2018-06-05 01:36:07,Car193,9281.0,velox,Japan,28,25,5733.0,76.0,9.26,3.38,3.26,mpfi,105,4,dohc,2127,52.3,64.2,171.7,95.0,front,rwd,hatch back,2.0,std,gas,161.0
194,2018-09-26 01:58:31,Car680,18686.0,aegis,Germany,26,18,5149.0,172.0,8.71,3.39,3.67,mpfi,212,6,ohc,3024,55.8,66.8,181.6,105.4,front,rwd,sedan,2.0,std,gas,152.0
195,2020-07-15 05:32:52,Car563,7011.0,nexus,Japan,29,28,5751.0,98.0,8.79,3.46,3.1,1bbl,112,4,ohc,2782,55.2,64.4,168.3,95.8,front,fwd,hatchback,4.0,std,gas,103.0
196,2020-10-15 10:30:27,Car236,8256.0,atlas,Japan,27,26,4770.0,108.0,8.54,3.31,3.09,mpfi,114,4,ohc,2217,50.4,64.6,170.0,98.5,front,fwd,convertible,2.0,std,gas,132.0
197,2020-03-30 08:22:29,Car804,16963.0,vertex,Germany,27,17,5214.0,114.0,9.59,3.29,3.5,mpfi,131,4,ohc,3396,56.3,66.3,187.1,100.3,front,rwd,sedan,4.0,std,gas,120.0
198,2021-07-28 08:20:20,Car437,17118.0,zenith,France,26,17,5100.0,153.0,8.58,3.39,3.29,mpfi,170,5,ohc,3001,56.0,69.4,192.5,107.0,front,rwd,wagon,4.0,turbo,gas,125.0
199,2021-06-25 04:51:52,Car441,14505.0,velox,Japan,26,24,5318.0,140.0,9.34,3.36,3.69,mpfi,157,4,ohc,2359,50.7,65.5,175.5,96.4,front,rwd,hardtop,2.0,std,gas,125.0
200,2019-02-05 12:15:05,Car792,8894.0,velox,Japan,32,30,4603.0,67.0,8.88,3.38,3.18,2bbl,108,4,ohc,2421,53.7,66.2,175.0,99.0,front,fwd,sedan,4.0,std,gas,145.0
201,2023-11-28 17:58:05,Car731,26503.0,velox,Japan,25,16,5682.0,176.0,9.6,3.3,3.73,mpfi,163,6,dohc,3054,51.9,66.5,170.2,101.2,front,rwd,hatchback,2.0,std,gas,229.0
202,2023-07-30 13:55:58,Car470,15012.0,orion,Germany,27,19,4838.0,106.0,8.62,3.28,3.75,mpfi,158,4,ohc,2471,55.2,65.9,189.8,104.0,front,rwd,sedan,4.0,std,gas,150.0
203,2023-04-18 00:33:58,Car197,6423.0,velox,Japan,49,35,5056.0,63.0,9.21,3.14,3.04,2bbl,90,4,ohc,1833,53.9,63.8,150.8,94.6,front,fwd,hatchback,2.0,std,gas,94.0
204,2023-10-01 06:59:53,Car113,8362.0,atlas,Japan,36,29,5601.0,75.0,9.01,3.39,2.96,2bbl,98,4,ohc,2559,51.6,64.0,160.2,94.1,front,fwd,hatchback,2.0,std,gas,121.0
205,2020-12-14 11:42:16,Car185,9010.0,helix,Japan,28,31,5024.0,71.0,8.74,3.36,3.16,2bbl,111,4,ohc,2088,52.1,64.1,165.4,96.2,front,rwd,hatchback,2.0,std,gas,126.0
206,2019-11-07 07:56:50,Car720,32025.0,aegis,Germany,24,18,4905.0,173.0,8.72,3.4,3.49,mpfi,165,6,ohc,3145,55.2,66.2,184.3,102.4,front,rwd,hatchback,2.0,std,gas,120.0
207,2022-07-16 13:33:02,Car994,7113.0,stratuS,United States,38,30,5235.0,69.0,9.29,2.78,3.1,2bbl,93,4,ohc,2161,55.9,63.5,167.3,94.2,front,fwd,hatchback,4.0,std,gas,86.0
208,2019-08-08 04:48:08,Car762,17123.0,vertex,Germany,28,27,5320.0,102.0,9.08,3.35,3.29,mpfi,110,4,ohc,2567,56.2,65.8,180.9,112.8,front,fwd,sedan,4.0,std,gas,99.0
209,2021-12-01 04:09:41,Car857,7957.0,raven,Japan,40,30,5066.0,70.0,9.25,3.33,3.08,2bbl,104,4,ohc,2043,55.1,63.6,169.8,95.8,front,fwd,sedan,4.0,std,gas,84.0
210,2019-02-26 16:53:31,Car852,19455.0,raven,Japan,21,17,5085.0,189.0,7.41,3.46,3.6,mpfi,175,6,ohc,3107,50.4,69.3,176.2,94.9,front,rwd,hatchback,2.0,turbo,gas,166.0
211,2023-07-22 22:41:05,Car403,15693.0,helios,Japan,28,27,4566.0,118.0,8.27,3.21,3.58,2bbl,139,4,ohc,2305,54.7,65.7,173.7,102.4,front,4wd,wagon,4.0,turbo,gas,87.0
212,2019-07-03 14:22:01,Car901,24152.0,kronos,Germany,20,16,5003.0,178.0,8.19,4.11,3.63,mpfi,190,6,ohc,3636,52.8,72.3,191.1,106.3,front,rwd,sedan,2.0,turbo,gas,123.0
213,2018-07-14 14:11:48,Car283,15087.0,helix,Japan,39,38,4884.0,72.0,21.82,3.5,3.54,idi,131,4,ohc,2870,54.9,66.1,173.5,96.1,front,fwd,sedan,4.0,std,diesel,125.0
214,2022-07-16 16:46:17,Car704,10277.0,nimbus,Sweden,28,20,4946.0,110.0,9.16,3.38,3.84,mpfi,150,4,ohc,2915,54.2,68.4,176.1,104.9,front,rwd,sedan,4.0,std,gas,99.0
215,2019-12-13 23:54:41,Car614,15271.0,atlas,Japan,27,20,5071.0,144.0,8.34,3.63,3.5,spdi,145,4,ohc,3052,51.0,67.5,171.5,95.7,front,fwd,hatchback,2.0,std,gas,147.0
216,2020-01-04 10:54:08,Car634,21492.0,stellar motors,United Kingdom,23,18,5400.0,151.0,8.71,3.48,3.18,mpfi,170,6,dohc,3469,51.1,70.3,195.2,110.8,front,fwd,wagon,4.0,std,gas,123.0
217,2023-07-12 23:32:18,Car912,7217.0,atlas,Japan,38,32,5418.0,78.0,9.21,3.33,3.07,2bbl,96,4,ohc,1894,51.4,64.0,163.8,94.1,front,fwd,hatchback,2.0,std,gas,160.0
218,2022-07-07 08:20:58,Car742,16327.0,aegis,Germany,28,18,5490.0,148.0,8.34,3.37,3.52,mpfi,191,6,ohc,3294,54.3,69.2,173.5,103.5,front,rwd,sedan,4.0,std,gas,166.0
219,2020-04-02 16:51:08,Car718,8946.0,helix,Japan,28,32,5219.0,100.0,9.28,3.32,3.04,4bbl,92,4,dohc,2543,51.9,64.0,170.1,95.5,front,rwd,hatchback,2.0,std,gas,166.0
220,2022-10-18 16:15:18,Car996,16712.0,raven,Japan,32,28,5309.0,78.0,8.98,3.47,3.61,2bbl,152,4,ohc,3053,51.3,65.3,173.6,96.8,front,rwd,hatch back,2.0,std,gas,130.0
221,2023-10-29 22:44:17,Car159,15369.0,zenith,France,25,18,4951.0,111.0,20.35,3.44,3.59,mpfi,122,4,ohc,3432,56.7,67.9,185.4,107.3,front,rwd,sedan,4.0,turbo,gas,121.0
222,2019-12-19 00:48:07,Car326,16143.0,zenith,France,26,19,4944.0,138.0,8.41,3.01,3.58,mpfi,155,4,l,3095,57.6,68.4,191.0,109.8,front,rwd,wagon,4.0,std,gas,118.0
223,2018-01-18 20:35:16,Car904,29643.0,aegis,Germany,18,15,5069.0,169.0,8.27,3.38,3.64,mpfi,206,6,ohc,3545,55.3,72.3,197.0,111.8,front,rwd,sedan,4.0,std,gas,120.0
224,2018-08-16 20:57:23,Car203,9596.0,vertex,Germany,29,21,4903.0,72.0,20.68,3.45,3.13,idi,106,4,ohc,2490,55.2,65.3,172.7,101.6,front,fwd,sedan,4.0,std,diesel,170.0
225,2021-01-22 04:09:42,Car858,19561.0,veloX,Japan,25,18,4904.0,172.0,8.92,3.29,3.32,mpfi,199,6,dohc,3086,53.0,66.0,183.4,105.4,front,rwd,sedan,4.0,std,gas,129.0
226,2022-10-02 14:23:28,Car996,8097.0,raven,Japan,31,30,5310.0,75.0,9.2,3.37,3.09,2bbl,99,4,ohc,2027,52.6,64.0,157.4,94.7,front,fwd,hatchback,2.0,std,gas,128.0
227,2021-07-20 22:00:13,Car724,6404.0,velox,Japan,30,29,4861.0,70.0,8.99,3.24,3.13,2bbl,94,4,ohc,2082,54.2,63.9,159.4,94.7,front,fwd,hatchback,4.0,std,gas,89.0
228,2023-09-24 17:25:02,Car857,17594.0,Aegis,Germany,25,17,5345.0,143.0,8.26,3.22,3.43,mpfi,123,4,ohc,3335,56.8,68.3,187.7,103.3,front,4wd,wagon,4.0,turbo,gas,97.0
229,2023-02-03 09:02:02,Car294,9134.0,altair,Japan,37,29,5227.0,71.0,9.07,3.0,3.15,2bbl,90,4,ohc,2025,52.9,63.4,163.4,94.9,front,fwd,wagon,4.0,std,gas,95.0
230,2021-12-29 08:44:44,Car936,7719.0,velox,Japan,42,31,4305.0,84.0,22.21,3.36,3.16,idi,116,4,ohc,2563,53.3,66.1,169.7,96.6,front,fwd,sedan,4.0,std,diesel,93.0
231,2021-12-22 19:55:46,Car164,32672.0,raven,Japan,25,16,5032.0,145.0,8.14,3.37,3.6,mpfi,178,6,ohcv,3378,55.5,71.1,188.9,105.7,front,rwd,sedan,4.0,std,gas,124.0
232,2018-11-07 13:23:13,Car714,8971.0,helix,Japan,27,29,5889.0,63.0,9.44,3.34,3.07,4bbl,88,2,rotor,1984,51.1,64.1,158.2,94.0,front,rwd,hatchback,2.0,std,gas,143.0
233,2022-04-15 17:32:52,Car142,16413.0,raven,Japan,28,17,5245.0,142.0,8.72,3.28,3.64,mpfi,166,6,ohcv,3038,55.2,68.0,185.2,105.6,front,fwd,hatch back,2.0,std,gas,168.0
234,2023-04-07 15:33:50,Car483,8150.0,altair,Japan,42,36,5150.0,81.0,9.36,2.74,3.12,2bbl,96,4,ohc,1968,52.3,63.7,165.2,95.0,front,fwd,hatchback,2.0,std,gas,104.0
235,2023-12-11 02:59:17,Car873,9518.0,atlas,Japan,29,23,5282.0,85.0,8.98,3.5,3.01,2bbl,111,4,ohc,2333,54.7,64.2,171.5,95.5,front,fwd,sedan,4.0,std,gas,96.0
236,2021-09-27 01:15:22,Car717,16805.0,zenitH,France,28,17,5294.0,115.0,8.42,3.37,3.63,mpfi,147,4,ohc,2350,55.6,67.3,190.3,106.8,front,rwd,sedan,4.0,std,gas,161.0
237,2019-11-13 08:58:26,Car450,11443.0,Velox,Japan,43,29,4778.0,72.0,8.97,3.27,3.09,2bbl,90,4,ohc,1958,54.7,64.7,170.8,95.0,front,fwd,sedan,4.0,std,gas,91.0
238,2023-10-31 20:46:43,Car603,12913.0,atlas,Japan,25,18,4882.0,172.0,8.43,3.63,3.59,mpfi,173,4,ohc,3353,54.5,66.4,173.5,101.8,front,rwd,hatchback,2.0,turbo,gas,118.0
239,2023-06-24 10:29:09,Car453,8675.0,raven,Japan,36,28,5374.0,71.0,9.25,3.27,3.16,2bbl,104,4,ohc,2576,52.3,63.8,165.7,96.0,front,fwd,sedan,4.0,std,gas,89.0
240,2021-09-07 07:29:59,Car291,13869.0,velox,Japan,31,26,5156.0,108.0,9.75,3.18,3.81,mpfi,146,4,ohc,2849,55.7,66.1,185.6,105.6,front,rwd,sedan,4.0,std,gas,89.0
241,2020-06-04 04:10:35,Car415,18890.0,aegiS,Germany,27,18,5414.0,109.0,8.64,3.32,3.54,mpfi,153,4,ohc,2489,54.2,68.1,173.9,105.7,front,rwd,sedan,4.0,std,gas,164.0
242,2020-11-13 19:11:59,Car821,7194.0,Velox,Japan,33,30,4602.0,72.0,8.76,2.8,3.18,2bbl,101,4,ohc,2005,53.9,64.4,169.0,95.2,front,fwd,hatchback,2.0,std,gas,108.0
243,2020-10-03 17:37:00,Car486,8355.0,velox,Japan,28,19,5568.0,141.0,9.09,3.58,3.21,mpfi,142,4,dohc,2239,52.1,68.8,170.2,94.4,front,rwd,hatchback,2.0,std,gas,166.0
